,populaion,density,foreign_rate,bsc_lvlhood_ratio,avg_income_amt,elder_ratio,spread,built_year,label
은평구역촌동,44690.0,2.0,0.0091295591855001,0.1140215716486903,8.435145475055485,0.205969200018171,0.1952646562320376,16.700148947891876,1.0
서대문구천연동,16892.0,2.0,0.0119583234667298,0.0984977139124755,8.238849777635817,0.2008415990381725,0.4131506717905335,21.980789076764314,1.0
서대문구홍제1동,25120.0,2.0,0.0098328025477707,0.0711701935250497,8.328110429098773,0.2011438698243918,0.4341352317722905,20.636806038701252,0.0
서대문구홍제2동,13335.0,2.0,0.0071991001124859,0.1036870347931452,8.328110429098773,0.2149073023079833,0.4341352317722905,20.636806038701252,0.0
서대문구홍제3동,17938.0,2.0,0.009365592596722,0.0937655860349127,8.328110429098773,0.2282510705431598,0.4341352317722905,20.636806038701252,0.0
서대문구홍은1동,22639.0,2.0,0.0102919740271213,0.0797502047502047,8.25077411730806,0.2148088241901424,0.2752538587492634,18.75453984754813,0.0
서대문구홍은2동,29559.0,2.0,0.0270983456815183,0.0928949357520786,8.25077411730806,0.1943747386030949,0.2752538587492634,18.75453984754813,0.0
서대문구남가좌1동,16966.0,3.0,0.0143227631734056,0.0465455724943237,8.280140859915779,0.1392329324477951,0.3928681784634987,15.906194386874176,0.0
서대문구남가좌2동,30497.0,2.0,0.0402990458077843,0.099379810206979,8.280140859915779,0.1752259654889071,0.3928681784634987,15.906194386874176,0.0
서대문구북가좌1동,17762.0,3.0,0.0055173966895619,0.0796836091987695,8.426158458847974,0.181590909090909,0.4750968356058007,15.946441555083313,0.0
서대문구북가좌2동,31167.0,2.0,0.0108448037988898,0.1042709261671351,8.426158458847974,0.2183112324492979,0.4750968356058007,15.946441555083313,0.0
서대문구충현동,20242.0,2.0,0.0229226361031518,0.0711384127613197,8.355720302862116,0.1800700187731493,0.40212117785832346,27.247665282849812,1.0
서대문구북아현동,15873.0,2.0,0.0182070182070182,0.0838500563697857,8.384484317573236,0.1534241270251081,0.4367204379110501,14.863020426516528,1.0
서대문구신촌동,26477.0,1.0,0.2315216980775767,0.0358967464372143,8.535043718525621,0.1053766602950546,0.40212117785832346,18.179854482500513,0.0
서대문구연희동,37259.0,2.0,0.082288842964116,0.0497057249866238,8.73533545712496,0.1780990284443404,0.3539363521129759,18.309724323470164,1.0
마포구용강동,21705.0,2.0,0.0194885970974429,0.0464539771502479,8.523678118748041,0.1448567402536402,0.43879200598810236,13.967277739626562,1.0
마포구대흥동,16147.0,2.0,0.106087818170558,0.0550301925487068,8.512863833255008,0.1363699102829537,0.4283404093129701,11.365602685116528,1.0
마포구염리동,17715.0,2.0,0.0499576629974597,0.0519097667264803,8.41607256360618,0.1267086651610602,0.5445513083415142,10.453812998800913,1.0
마포구신수동,22569.0,2.0,0.0168372546413221,0.0409672262190247,8.559285546686478,0.1568848758465011,0.37544254221237405,15.389192834356527,1.0
마포구서교동,26522.0,2.0,0.0854007993363999,0.0272667971298108,8.921525658328466,0.1388197211155378,0.4548404779939396,17.04754289940388,0.0
마포구합정동,16897.0,2.0,0.0213647393028348,0.0611891891891891,8.915806882075298,0.1627285427929296,0.4665634535048235,14.567914424196715,0.0
마포구망원1동,19632.0,2.0,0.0167583537082314,0.0708190289357528,8.624586439672568,0.1812119001719377,0.3337133548847766,16.93233368354504,0.0
마포구망원2동,18312.0,2.0,0.0113586719091306,0.0630888491353607,8.624586439672568,0.1832815275310834,0.3337133548847766,16.93233368354504,0.0
마포구연남동,15348.0,2.0,0.063200416992442,0.032139468690702,8.911927597594248,0.1653146853146853,0.3216882801388505,19.0301869005948,0.0
마포구성산1동,18991.0,2.0,0.0189036912221578,0.0617924029203258,8.683381978740695,0.1673831273508866,0.558095489392737,22.752786325851957,0.0
마포구성산2동,39285.0,2.0,0.0086037927962326,0.1123399897593446,8.633538749952816,0.1689021873710276,0.49616109831472677,22.227901099433893,0.0
마포구상암동,30650.0,2.0,0.0224796084828711,0.0957730986800754,8.659381752386922,0.1475007563279438,0.4807555879833886,14.04763725284556,0.0
마포구도화동,20937.0,2.0,0.0120838706595978,0.0540279269602577,8.5388666166977,0.1894828757155331,0.47278995101440235,17.623827700860712,1.0
마포구서강동,25495.0,2.0,0.0336536575799176,0.0284469292115432,8.63636157814166,0.1382775314267116,0.4887175767723192,18.619286139455745,1.0
마포구공덕동,37388.0,2.0,0.0168770728576013,0.0616331994645247,8.390925071533355,0.1698180228427783,0.4953858151725855,16.879599880938486,1.0
마포구아현동,28692.0,2.0,0.0178446953854733,0.0444708478316218,8.43843421496263,0.1280468558201522,0.5333727390563463,11.820726015146496,1.0
양천구목1동,30403.0,3.0,0.0047034832088938,0.0333752539421495,8.602212418726065,0.1207381196468137,0.4743535997357867,21.817771749014128,1.0
양천구목2동,29255.0,2.0,0.0073491710818663,0.0837888431299138,8.602212418726065,0.1582468360977964,0.4743535997357867,21.817771749014128,1.0
양천구목3동,21533.0,2.0,0.0068731714113221,0.1084886949623165,8.602212418726065,0.1752746736782796,0.4743535997357867,21.817771749014128,1.0
양천구목4동,24801.0,2.0,0.0065723156324341,0.0994216194654966,8.602212418726065,0.1436551949111074,0.4743535997357867,21.817771749014128,1.0
양천구목5동,40548.0,3.0,0.002490875012331,0.0036621823617339,8.602212418726065,0.1288416075650118,0.4743535997357867,21.817771749014128,1.0
양천구신월1동,20056.0,2.0,0.0132628639808536,0.1769494850416871,8.201059516883866,0.2326222312952944,0.4169838444625138,17.139748998602272,1.0
양천구신월2동,21006.0,2.0,0.0075692659240217,0.0902921555095468,8.201059516883866,0.2067183462532299,0.4169838444625138,17.139748998602272,1.0
양천구신월3동,14734.0,2.0,0.0124202524772634,0.1944836433611289,8.201059516883866,0.2236632221374575,0.4169838444625138,17.139748998602272,1.0
양천구신월4동,17602.0,3.0,0.0058516077718441,0.0603762578387049,8.201059516883866,0.2096654275092936,0.4169838444625138,17.139748998602272,1.0
양천구신월5동,14286.0,2.0,0.0088198236035279,0.1196754563894523,8.201059516883866,0.191901283596908,0.4169838444625138,17.139748998602272,1.0
양천구신월6동,13956.0,3.0,0.0042275723703066,0.0497956150130063,8.201059516883866,0.1530054644808743,0.4169838444625138,17.139748998602272,1.0
양천구신월7동,18900.0,2.0,0.0075132275132275,0.1193630998775192,8.201059516883866,0.2466259640102827,0.4169838444625138,17.139748998602272,1.0
양천구신정1동,19885.0,3.0,0.0052803620819713,0.0376682898882841,8.482293210441382,0.149226477301547,0.5475671230979884,18.878997826501745,1.0
양천구신정2동,18924.0,3.0,0.0049143944197844,0.1036443148688046,8.482293210441382,0.1519067796610169,0.5475671230979884,18.878997826501745,1.0
양천구신정3동,50340.0,3.0,0.0064958283671036,0.1201959496995101,8.482293210441382,0.1693928750627195,0.5475671230979884,18.878997826501745,1.0
양천구신정4동,32847.0,2.0,0.0196973848448869,0.1071102175105099,8.482293210441382,0.1985121745381802,0.5475671230979884,18.878997826501745,1.0
양천구신정6동,23960.0,3.0,0.0009181969949916,0.0094235711663199,8.482293210441382,0.1323240349629877,0.5475671230979884,18.878997826501745,1.0
양천구신정7동,28481.0,2.0,0.0056880025280011,0.1550583318822914,8.482293210441382,0.1950797684596922,0.5475671230979884,18.878997826501745,1.0
강서구염창동,41521.0,3.0,0.0032995351749717,0.0140853584814411,8.565420339979266,0.1168271790156318,0.3549079830245164,17.86744103742194,1.0
강서구등촌1동,25054.0,2.0,0.0089806018998962,0.0218112514999647,8.64024941048175,0.1285358405657345,0.3480104081481254,18.454557873788417,0.0
강서구등촌2동,19636.0,2.0,0.0064167854960277,0.0504672897196261,8.64024941048175,0.1801514137096359,0.3480104081481254,18.454557873788417,0.0
강서구등촌3동,29738.0,2.0,0.0056829645571322,0.3647986221515633,8.64024941048175,0.2496785545103877,0.3480104081481254,18.454557873788417,0.0
강서구화곡본동,33781.0,2.0,0.0112489269115775,0.1089930734443872,8.430698044793145,0.1607304557802595,0.2675782554103634,13.862994475577125,1.0
강서구화곡1동,52580.0,2.0,0.0184100418410041,0.0693086714958857,8.430698044793145,0.1764889487134468,0.2675782554103634,13.862994475577125,0.0
강서구화곡2동,17617.0,2.0,0.0156666855877845,0.1134708737864077,8.430698044793145,0.1818816141411792,0.2675782554103634,13.862994475577125,0.0
강서구화곡3동,21447.0,2.0,0.0066209726302046,0.0695000513294323,8.430698044793145,0.2102390363259928,0.2675782554103634,13.862994475577125,0.0
강서구화곡4동,20233.0,2.0,0.0142341718973953,0.1268071045022717,8.430698044793145,0.2107729517283079,0.2675782554103634,13.862994475577125,0.0
강서구화곡6동,25144.0,2.0,0.0108176901049952,0.0776144413131236,8.430698044793145,0.1756123191334573,0.2675782554103634,13.862994475577125,0.0
강서구화곡8동,24172.0,2.0,0.0162584808869766,0.0969107067287346,8.430698044793145,0.2000254269610543,0.2675782554103634,13.862994475577125,0.0
강서구가양1동,34357.0,2.0,0.0080915097360072,0.0146868870497057,8.6477976798326,0.102494704636385,0.49805522967192617,16.775682048794465,0.0
강서구가양2동,13706.0,2.0,0.0064205457463884,0.413818814465018,8.564290494933866,0.3338017751479289,0.4503918591640855,19.08093588009888,0.0
강서구가양3동,14505.0,2.0,0.0063426404688038,0.2973633440514469,8.564290494933866,0.2778246205733558,0.4503918591640855,19.08093588009888,0.0
강서구발산1동,36159.0,3.0,0.0083796565170496,0.114037028841189,8.694953249263463,0.1505987018800358,0.29436476230853054,15.311071073114666,0.0
강서구공항동,30550.0,2.0,0.0176759410801964,0.1274375764553501,8.3780406966235,0.1512085252294349,0.45783254688711367,15.271470526969551,1.0
강서구방화1동,42789.0,2.0,0.0059127345813176,0.0697285771912637,8.553746889706543,0.1723631887900019,0.45783254688711367,15.271470526969551,0.0
강서구방화2동,23107.0,2.0,0.0116847708486605,0.1403885903265812,8.541625282268889,0.2267234940023726,0.6973753327667271,13.165550080124035,0.0
강서구방화3동,22324.0,2.0,0.0056889446335782,0.2021673476638834,8.427964084352908,0.259841449603624,0.3947506655334543,17.33110016024807,0.0
강서구우장산동,43962.0,3.0,0.00491333424321,0.0414204715010444,8.517266188751867,0.1484102166122663,0.33141358009649985,14.454556405382277,1.0
구로구신도림동,36024.0,3.0,0.0085220963801909,0.0134429746156596,8.301568800231356,0.1450494772739978,0.5101538849267742,19.81489079989069,0.0
구로구구로1동,20814.0,2.0,0.0094167387335447,0.0119674485399712,8.220454228874202,0.147442131880957,0.406390145022748,19.030560265941403,0.0
구로구구로2동,29413.0,2.0,0.2247305613164247,0.0919240485697987,8.220454228874202,0.2580902209039798,0.406390145022748,19.030560265941403,0.0
구로구구로3동,25025.0,2.0,0.0673726273726273,0.036043956043956,8.220454228874202,0.1580165430934727,0.406390145022748,19.030560265941403,0.0
구로구구로4동,22803.0,2.0,0.1694075340963908,0.0914302092290054,8.220454228874202,0.2518990703851261,0.406390145022748,19.030560265941403,0.0
구로구구로5동,31849.0,2.0,0.0797513265722628,0.0316024211532335,8.220454228874202,0.1735590901316914,0.406390145022748,19.030560265941403,0.0
구로구고척1동,26525.0,2.0,0.0116116870876531,0.0579496090356212,8.309408585321753,0.1814379681380936,0.4163019734437989,18.405130608673744,0.0
구로구고척2동,26451.0,2.0,0.0173906468564515,0.1024925919470106,8.309408585321753,0.2200901629869379,0.4163019734437989,18.405130608673744,0.0
구로구개봉1동,34100.0,2.0,0.0230791788856305,0.1097617935544138,8.373701502174603,0.2095810181708965,0.3580174090513947,18.120081519268297,0.0
구로구개봉2동,30572.0,2.0,0.0135090932879759,0.064968356965473,8.373701502174603,0.2362738226360936,0.3580174090513947,18.120081519268297,0.0
구로구개봉3동,20224.0,2.0,0.0188884493670886,0.0750456204379562,8.373701502174603,0.2341470826580227,0.3580174090513947,18.120081519268297,0.0
구로구오류1동,23312.0,2.0,0.0279255319148936,0.0866514231648663,8.227033385249241,0.1896619928794338,0.3280328934083221,18.021968887759385,0.0
구로구오류2동,38312.0,2.0,0.0157652954687826,0.1121790818262299,8.213984536344368,0.2044589884800595,0.44297046761551256,14.446973024264821,0.0
구로구수궁동,23171.0,2.0,0.0130335332959302,0.0934738955823293,8.337361731755472,0.2156957360940516,-0.08715591123242811,18.317924054240393,1.0
구로구가리봉동,12623.0,1.0,0.2924027568723758,0.1043661743223502,8.411457049664207,0.2250169952413324,0.2436656079481247,19.195770243581137,1.0
구로구항동,16556.0,3.0,0.008516549891278,0.0951926138172556,8.346573302276614,0.116010978956999,0.4421149721503585,16.545000303902043,0.0
금천구가산동,27043.0,1.0,0.0886366157600857,0.0446413643203477,8.324037961737394,0.1163449475941888,0.0311562980398755,12.449430033258524,1.0
금천구독산1동,48046.0,2.0,0.0356741456104566,0.0706678411274823,8.385885610003912,0.1378486570247933,0.3466842861507182,11.23782030845041,0.0
금천구독산2동,19400.0,2.0,0.0691752577319587,0.1408435777871979,8.385885610003912,0.2106113804826394,0.3466842861507182,11.23782030845041,0.0
금천구독산3동,27135.0,2.0,0.1192187212087709,0.0851557066687273,8.385885610003912,0.2079956326376349,0.3466842861507182,11.23782030845041,0.0
금천구독산4동,16350.0,2.0,0.0952293577981651,0.1202722156785761,8.385885610003912,0.2139788612342311,0.3466842861507182,11.23782030845041,0.0
금천구시흥1동,33925.0,2.0,0.0473986735445836,0.099516790017738,8.315152891807701,0.2060893560288965,0.3606803925390263,17.57915583487761,0.0
금천구시흥2동,20751.0,3.0,0.0053973302491446,0.156703775411423,8.315152891807701,0.2170154907007235,0.3606803925390263,17.57915583487761,0.0
금천구시흥3동,10547.0,2.0,0.0146013084289371,0.0888030888030888,8.315152891807701,0.2446106040007768,0.3606803925390263,17.57915583487761,0.0
금천구시흥4동,20390.0,2.0,0.0320745463462481,0.1396189224704336,8.315152891807701,0.2320681563105805,0.3606803925390263,17.57915583487761,0.0
금천구시흥5동,18980.0,2.0,0.0294520547945205,0.1914663201212909,8.315152891807701,0.2533800426952761,0.3606803925390263,17.57915583487761,0.0
영등포구여의동,32989.0,2.0,0.0119433750644154,0.0101010101010101,8.975124239427704,0.1982981309831332,0.658827601646047,41.09388120656308,1.0
영등포구당산1동,21301.0,2.0,0.0179334303553823,0.04951270449008,8.308810165575252,0.1692256341789052,0.1596400312597737,14.620057080872508,0.0
영등포구당산2동,37188.0,2.0,0.0112401850059158,0.0155423979699725,8.46417894335282,0.1353011524244401,0.43910117037910834,15.000947563390469,0.0
영등포구양평1동,18509.0,2.0,0.0146955535145064,0.0316596087920951,8.159912349672782,0.1345858053175126,0.3025264698677603,17.27366170386972,0.0
영등포구양평2동,22702.0,2.0,0.009074090388512,0.0252337296904783,8.402487478441675,0.1237232436273203,0.3519824755620617,14.912273515082632,0.0
영등포구신길1동,20732.0,2.0,0.0643449739533088,0.0820914807476957,8.43470031786965,0.1882407742870452,0.5265285754899184,15.49960044392833,0.0
영등포구신길3동,17194.0,2.0,0.0548447132720716,0.1068511198945981,8.43470031786965,0.2069264605662598,0.5265285754899184,15.49960044392833,0.0
영등포구신길4동,13086.0,2.0,0.0565489836466452,0.1218965517241379,8.43470031786965,0.2045825179386823,0.5265285754899184,15.49960044392833,0.0
영등포구신길5동,11078.0,2.0,0.0871998555695974,0.1245144583513163,8.444077188636633,0.213533386327504,0.45557938012229526,14.81349554966971,0.0
영등포구신길6동,18901.0,2.0,0.0352362308872546,0.0591325732170802,8.43470031786965,0.1908866995073891,0.5265285754899184,15.49960044392833,0.0
영등포구신길7동,20032.0,3.0,0.0091853035143769,0.0366054464851171,8.43470031786965,0.1402316213494461,0.5265285754899184,15.49960044392833,0.0
영등포구대림1동,16371.0,2.0,0.1452568566367356,0.0908182207625303,8.453366949880644,0.2346791636625811,0.3846301847546721,14.12739065541109,0.0
영등포구대림2동,17718.0,2.0,0.3250931256349475,0.0735628912919749,8.453366949880644,0.2437631247375052,0.3846301847546721,14.12739065541109,0.0
영등포구대림3동,25135.0,2.0,0.1337179232146409,0.0875048132460531,8.453366949880644,0.2205726405090138,0.3846301847546721,14.12739065541109,0.0
영등포구영등포본동,22650.0,2.0,0.075364238410596,0.097813578826237,8.40577212544594,0.2100940648426681,0.4303441046424179,15.225000228082877,1.0
영등포구영등포동,31206.0,1.0,0.0259565468179196,0.0753421501313303,8.286678652104388,0.1142697881828316,0.006954914836509612,10.643447390670568,1.0
영등포구도림동,19665.0,2.0,0.0994660564454614,0.0834200124817973,8.307572788754495,0.1919627653536156,0.4284152731794087,14.179407894736867,1.0
영등포구문래동,32385.0,2.0,0.0069785394472749,0.021007763738773,8.18037036001052,0.153772000746315,0.40212117785832346,20.105598696716015,0.0
동작구노량진1동,32573.0,2.0,0.0175912565621834,0.0723444861931174,8.567182636161151,0.1912387836490528,0.5933865366971078,23.593256494121988,0.0
동작구노량진2동,11228.0,2.0,0.0688457427858924,0.1285444234404537,8.710649196201713,0.2191423604404095,0.607177199487906,24.2325679413932,0.0
동작구상도1동,46414.0,2.0,0.0447494290515792,0.054387205089688,8.57800603081275,0.1718472169078755,0.2800210732050517,14.52202338795405,0.0
동작구상도2동,27953.0,2.0,0.0113404643508746,0.0415605095541401,8.517225190904249,0.1626252359517932,0.3733728965596007,13.774205506066892,0.0
동작구상도3동,24462.0,2.0,0.0152481399722017,0.0933868063512849,8.517225190904249,0.199183265272106,0.3733728965596007,13.774205506066892,0.0
동작구상도4동,28401.0,2.0,0.0125347699024682,0.0978675328343454,8.517225190904249,0.1974927260318258,0.3733728965596007,13.774205506066892,0.0
동작구사당1동,22989.0,2.0,0.0204010613771803,0.0569519105041406,8.597472794104856,0.1759786476868327,0.4202326005343293,17.690387512290727,0.0
동작구사당2동,28662.0,2.0,0.0119670644058335,0.0467645891226677,8.592092850103459,0.211712511091393,0.3891082584936279,17.783388819340416,0.0
동작구사당3동,24141.0,2.0,0.0082846609502506,0.0555186485716997,8.597472794104856,0.2021924482338611,0.4202326005343293,17.690387512290727,0.0
동작구사당4동,14044.0,2.0,0.0122472230133865,0.0773564165979664,8.597472794104856,0.2071125188971276,0.4202326005343293,17.690387512290727,0.0
동작구사당5동,14355.0,2.0,0.0077324973876698,0.0558766859344894,8.597472794104856,0.1768357198278902,0.4202326005343293,17.690387512290727,0.0
동작구대방동,36107.0,2.0,0.0088902428891904,0.0909580838323353,8.65616873770651,0.1625342810768456,0.4456857244147711,19.64766684664778,1.0
동작구신대방1동,25163.0,2.0,0.071295155585582,0.0570146117849298,8.55333609604936,0.1764177188101861,0.4293359300322491,17.40122352002254,0.0
동작구신대방2동,22387.0,2.0,0.0112565328092196,0.054969668688754,8.55333609604936,0.1594504203199855,0.4293359300322491,17.40122352002254,0.0
동작구흑석동,31964.0,2.0,0.0653860593167313,0.0662266902002916,8.595902703086482,0.1718381840507085,0.5220448351648832,14.748837048959103,1.0
관악구남현동,18025.0,2.0,0.0113730929264909,0.0369283690813435,8.831462178695434,0.1716405327937953,0.1493241800429011,14.43890449438186,1.0
관악구보라매동,24589.0,2.0,0.0181381918744153,0.0880541403695536,8.499699057497656,0.2004758327072376,0.3234547388736947,19.265611436417203,1.0
관악구청림동,14987.0,2.0,0.0066724494561953,0.096138936269189,8.499699057497656,0.1961644945641164,0.3234547388736947,19.265611436417203,1.0
관악구행운동,29642.0,2.0,0.0173065245260103,0.056719022687609,8.499699057497656,0.1570057449516667,0.3234547388736947,19.265611436417203,1.0
관악구낙성대동,18063.0,1.0,0.0305597076897525,0.0366729990914347,8.499699057497656,0.1175494794645921,0.3234547388736947,19.265611436417203,1.0
관악구중앙동,15750.0,2.0,0.0244444444444444,0.0591900311526479,8.499699057497656,0.1619538953830079,0.3234547388736947,19.265611436417203,1.0
관악구인헌동,26103.0,2.0,0.0145960234455809,0.0511356000537562,8.499699057497656,0.164534679028283,0.3234547388736947,19.265611436417203,1.0
관악구서원동,23704.0,2.0,0.0315558555518056,0.061179606797734,8.52059938375099,0.1494901280104144,0.2299205089910474,16.043840291992183,1.0
관악구신원동,18623.0,2.0,0.0427428448692477,0.0985692969367155,8.52059938375099,0.1890765765765766,0.2299205089910474,16.043840291992183,1.0
관악구서림동,24644.0,2.0,0.0433776984255802,0.0785545954438334,8.52059938375099,0.1617916294120151,0.2299205089910474,16.043840291992183,1.0
관악구신사동,24810.0,2.0,0.0860137041515518,0.0853841946951052,8.52059938375099,0.1619364867865867,0.2299205089910474,16.043840291992183,1.0
관악구신림동,24266.0,1.0,0.0363471523942965,0.0439047174217655,8.52059938375099,0.0874583891747006,0.2299205089910474,16.043840291992183,1.0
관악구난향동,14991.0,2.0,0.0087385764792208,0.1054498548855208,8.52059938375099,0.1983079526226734,0.2299205089910474,16.043840291992183,1.0
관악구조원동,20986.0,2.0,0.0669017440198227,0.059218059872403,8.52059938375099,0.1592044875063743,0.2299205089910474,16.043840291992183,1.0
관악구대학동,27160.0,1.0,0.0957290132547864,0.0768095373261425,8.52059938375099,0.1335589902532523,0.2299205089910474,16.043840291992183,1.0
관악구은천동,33149.0,2.0,0.0148119098615342,0.1013802067215448,8.499699057497656,0.191367702665314,0.3234547388736947,19.265611436417203,1.0
관악구성현동,28666.0,2.0,0.007011790971883,0.12828893610067,8.499699057497656,0.2001549950683387,0.3234547388736947,19.265611436417203,1.0
관악구청룡동,37189.0,1.0,0.0282072655892871,0.04784963887065,8.499699057497656,0.1339298118869654,0.3234547388736947,19.265611436417203,1.0
관악구난곡동,26255.0,2.0,0.0175204722909921,0.1653961653961654,8.52059938375099,0.2240556815515758,0.2299205089910474,16.043840291992183,1.0
관악구삼성동,20363.0,2.0,0.0066787801404508,0.1648598895479648,8.52059938375099,0.2793182269926456,0.2299205089910474,16.043840291992183,1.0
관악구미성동,30465.0,2.0,0.018217626784835,0.093732667775929,8.52059938375099,0.2102095033123718,0.2299205089910474,16.043840291992183,1.0
서초구서초1동,20506.0,2.0,0.0087291524431873,0.0376162299239222,9.31361601579832,0.1585491718680886,0.4032887706640558,16.881101412115413,1.0
서초구서초2동,27253.0,2.0,0.0159982387260118,0.0130322901967294,9.31361601579832,0.130782541818881,0.4032887706640558,16.881101412115413,1.0
서초구서초3동,32382.0,2.0,0.0105614230127848,0.0234855423263116,9.27710843708244,0.160343481654957,0.45935544889464475,17.733818724712933,1.0
서초구서초4동,30560.0,3.0,0.0087041884816753,0.0065347274085138,9.31361601579832,0.1466635850364843,0.4032887706640558,16.881101412115413,1.0
서초구잠원동,26470.0,2.0,0.0069890442009822,0.0240735475310397,9.189850888848534,0.134371266427718,0.5802100498065212,20.853333749985723,1.0
서초구반포본동,282.0,2.0,0.0567375886524822,0.075187969924812,9.343650240065957,0.1680327868852459,0.5348252681734644,14.75186980371268,1.0
서초구반포1동,34500.0,2.0,0.0106086956521739,0.0308958445763626,9.343650240065957,0.1267709129386867,0.5348252681734644,14.75186980371268,1.0
서초구반포2동,15740.0,3.0,0.0068614993646759,0.0013994402239104,9.343650240065957,0.1400859752821064,0.5348252681734644,14.75186980371268,1.0
서초구반포3동,23848.0,3.0,0.0025997987252599,0.0050030506406345,9.189850888848534,0.1442509002596097,0.5802100498065212,20.853333749985723,1.0
서초구반포4동,19464.0,3.0,0.0371454993834771,0.0165464573610521,9.343650240065957,0.1664870108871402,0.5348252681734644,14.75186980371268,1.0
서초구방배본동,20646.0,3.0,0.0077981207013465,0.0455290705006936,9.239217388456566,0.1614448409013148,0.5154221271252337,18.586536037310452,1.0
서초구방배1동,16789.0,2.0,0.0086961701113824,0.0426837401627317,9.239217388456566,0.1853391157691844,0.5154221271252337,18.586536037310452,1.0
서초구방배2동,18314.0,2.0,0.0063885552036693,0.0622789287518949,9.239217388456566,0.2002539752650176,0.5154221271252337,18.586536037310452,1.0
서초구방배3동,17177.0,3.0,0.0094312161611457,0.0216566550742965,9.239217388456566,0.1990173444622033,0.5154221271252337,18.586536037310452,1.0
서초구방배4동,23194.0,2.0,0.0140122445460032,0.0349905995404219,9.239217388456566,0.1627784829518098,0.5154221271252337,18.586536037310452,1.0
서초구양재1동,42582.0,2.0,0.0081489831384152,0.1284449921577414,9.271231781730965,0.1794488357188635,0.5126070800461258,17.045719701703433,1.0
서초구양재2동,21646.0,2.0,0.0124272382888293,0.0617036767382599,9.103721286874212,0.1494490035169988,0.4789214545070195,18.98258082001917,1.0
서초구내곡동,17400.0,2.0,0.0033908045977011,0.1128340024920393,9.234445494955152,0.2029287492041442,0.40212117785832346,6.105328643420838,0.0
강남구신사동,15799.0,2.0,0.0154440154440154,0.0360281195079086,9.60001039186559,0.202552970906499,0.6143435771885224,33.71688664621672,1.0
강남구논현1동,21954.0,2.0,0.0315660016397922,0.0634039444850255,9.478696648429668,0.143350849784595,0.397695253834461,18.2384456277141,1.0
강남구논현2동,21003.0,2.0,0.0162357758415464,0.0430079155672823,9.478696648429668,0.1581592816708959,0.397695253834461,18.2384456277141,1.0
강남구삼성1동,12597.0,2.0,0.0200047630388187,0.0317160656975646,9.59473300687501,0.1838157788048325,0.5301428306862533,18.884229733110033,1.0
강남구삼성2동,30724.0,2.0,0.0084624397864861,0.0342823512101817,9.59473300687501,0.1307669606846575,0.5301428306862533,18.884229733110033,1.0
강남구대치1동,23829.0,3.0,0.0018884552436107,0.0023565289714444,9.512168663189067,0.1154824982268763,0.5436841542491426,25.195073900549687,1.0
강남구대치2동,37180.0,3.0,0.0041420118343195,0.0108503270488649,9.512168663189067,0.1452863412967489,0.5436841542491426,25.195073900549687,1.0
강남구대치4동,19131.0,2.0,0.0140609481992577,0.0667208286787854,9.512168663189067,0.1115227862171174,0.5436841542491426,25.195073900549687,1.0
강남구역삼1동,35476.0,1.0,0.032359905288082,0.0453950424390861,9.586464547440832,0.1096297158826269,0.4615050288101524,14.71317455570761,1.0
강남구역삼2동,37261.0,2.0,0.009151659912509,0.0359122983870967,9.586464547440832,0.1069991298673047,0.4615050288101524,14.71317455570761,1.0
강남구도곡1동,20862.0,3.0,0.0061355574729172,0.0189316290847702,9.222431973029574,0.1526038392727624,0.4443324726383625,19.022384710964843,1.0
강남구도곡2동,32662.0,3.0,0.0029085787765599,0.0071441017598884,9.222431973029574,0.1617543321576445,0.4443324726383625,19.022384710964843,1.0
강남구개포1동,6891.0,3.0,0.0024669859236685,0.0617142857142857,9.046978734558634,0.2472431804991294,0.560650008010495,17.306620297396876,1.0
강남구개포2동,38873.0,3.0,0.002675378797623,0.0127313967952001,9.16450531218166,0.1297031158142269,0.5735022244692183,17.315407212814648,1.0
강남구개포4동,23570.0,2.0,0.0074246924056003,0.0708395429706905,9.046978734558634,0.1559456688877498,0.560650008010495,17.306620297396876,1.0
강남구일원본동,22850.0,3.0,0.0011378555798687,0.0156191428214419,9.389302960413648,0.1544487723751586,0.5910474204663236,22.3459630020144,1.0
강남구일원1동,14784.0,2.0,0.0096049783549783,0.2276510067114094,9.389302960413648,0.2384657384657384,0.5910474204663236,22.3459630020144,1.0
강남구수서동,14280.0,2.0,0.0042016806722689,0.4372087001553599,9.496148439577244,0.3602203701087724,0.5957404000047057,27.36773187579638,0.0
강남구세곡동,44386.0,2.0,0.0040778623890415,0.1244553087469444,9.3017286286601,0.1584978418527201,0.5068271180108362,8.003062767578891,0.0
강남구압구정동,25779.0,3.0,0.0066720974436556,0.0151666334065056,9.60001039186559,0.2104728012201321,0.6143435771885224,33.71688664621672,1.0
강남구청담동,25303.0,2.0,0.0109473184997826,0.0221089982713128,9.55096113440944,0.157461904377973,0.6523187881721959,23.59767565855964,1.0
송파구풍납1동,12590.0,2.0,0.0401906274821286,0.091466619940424,8.57239324447443,0.2375996642887117,0.4382147257948168,22.202383545031125,1.0
송파구풍납2동,24234.0,2.0,0.0082941322109433,0.0525198449326195,8.57239324447443,0.174933959495157,0.4382147257948168,22.202383545031125,1.0
송파구거여1동,12183.0,2.0,0.0060740375933678,0.100556652899982,8.594965014890628,0.2132536123567513,0.5268623814686588,15.144264101057388,1.0
