시군구,0,spread
강남구개포동,강남구개포1동,0.560650008010495
강남구개포동,강남구개포2동,0.560650008010495
강남구개포동,강남구개포3동,0.560650008010495
강남구개포동,강남구개포4동,0.560650008010495
강남구논현동,강남구논현1동,0.397695253834461
강남구논현동,강남구논현2동,0.397695253834461
강남구대치동,강남구대치1동,0.5436841542491426
강남구대치동,강남구대치2동,0.5436841542491426
강남구대치동,강남구대치4동,0.5436841542491426
강남구대치동,강남구개포3동,0.5436841542491426
강남구도곡동,강남구도곡1동,0.4443324726383625
강남구도곡동,강남구도곡2동,0.4443324726383625
강남구삼성동,강남구삼성1동,0.5301428306862533
강남구삼성동,강남구삼성2동,0.5301428306862533
강남구세곡동,강남구세곡동,0.6410354654992072
강남구수서동,강남구일원본동,0.5957404000047057
강남구수서동,강남구일원1동,0.5957404000047057
강남구수서동,강남구수서동,0.5957404000047057
강남구신사동,강남구신사동,0.4915665947934202
강남구신사동,강남구압구정동,0.4915665947934202
강남구압구정동,강남구신사동,0.7371205595836245
강남구압구정동,강남구압구정동,0.7371205595836245
강남구역삼동,강남구역삼1동,0.4615050288101524
강남구역삼동,강남구역삼2동,0.4615050288101524
강남구율현동,강남구세곡동,0.3144799329719616
강남구일원동,강남구개포2동,0.5863544409279415
강남구일원동,강남구개포3동,0.5863544409279415
강남구일원동,강남구일원본동,0.5863544409279415
강남구일원동,강남구일원1동,0.5863544409279415
강남구자곡동,강남구세곡동,0.5649659555613398
강남구청담동,강남구청담동,0.6523187881721959
강동구강일동,강동구강일동,0.5953788307020191
강동구고덕동,강동구고덕제1동,0.5032470154397253
강동구고덕동,강동구고덕제2동,0.5032470154397253
강동구길동,강동구길동,0.2775966507036738
강동구둔촌동,강동구둔촌제1동,0.3466003302068431
강동구둔촌동,강동구둔촌제2동,0.3466003302068431
강동구명일동,강동구명일제1동,0.4694182896814067
강동구명일동,강동구명일제2동,0.4694182896814067
강동구상일동,강동구상일제1동,0.5486295205469371
강동구상일동,강동구상일제2동,0.5486295205469371
강동구성내동,강동구성내제1동,0.2586894369378615
강동구성내동,강동구성내제2동,0.2586894369378615
강동구성내동,강동구성내제3동,0.2586894369378615
강동구암사동,강동구암사제1동,0.4171760082961436
강동구암사동,강동구암사제2동,0.4171760082961436
강동구암사동,강동구암사제3동,0.4171760082961436
강동구천호동,강동구천호제1동,0.2867165588360767
강동구천호동,강동구천호제2동,0.2867165588360767
강동구천호동,강동구천호제3동,0.2867165588360767
강북구미아동,강북구삼양동,0.3990266922713571
강북구미아동,강북구미아동,0.3990266922713571
강북구미아동,강북구송중동,0.3990266922713571
강북구미아동,강북구송천동,0.3990266922713571
강북구미아동,강북구삼각산동,0.3990266922713571
강북구번동,강북구번1동,0.4458688939771372
강북구번동,강북구번2동,0.4458688939771372
강북구번동,강북구번3동,0.4458688939771372
강북구수유동,강북구수유1동,0.256059137232267
강북구수유동,강북구수유2동,0.256059137232267
강북구수유동,강북구수유3동,0.256059137232267
강북구수유동,강북구우이동,0.256059137232267
강북구수유동,강북구인수동,0.256059137232267
강북구우이동,강북구우이동,0.3299301736309795
강서구가양동,강서구염창동,0.4503918591640855
강서구가양동,강서구가양제1동,0.4503918591640855
강서구가양동,강서구가양제2동,0.4503918591640855
강서구가양동,강서구가양제3동,0.4503918591640855
강서구공항동,강서구공항동,0.4330283749481198
강서구공항동,강서구방화제1동,0.4330283749481198
강서구내발산동,강서구발산제1동,0.3952489047826363
강서구내발산동,강서구우장산동,0.3952489047826363
강서구등촌동,강서구등촌제1동,0.3480104081481254
강서구등촌동,강서구등촌제2동,0.3480104081481254
강서구등촌동,강서구등촌제3동,0.3480104081481254
강서구마곡동,강서구가양제1동,0.5457186001797669
강서구마곡동,강서구발산제1동,0.5457186001797669
강서구마곡동,강서구공항동,0.5457186001797669
강서구마곡동,강서구방화제1동,0.5457186001797669
강서구방화동,강서구공항동,0.3947506655334543
강서구방화동,강서구방화제1동,0.3947506655334543
강서구방화동,강서구방화제2동,0.3947506655334543
강서구방화동,강서구방화제3동,0.3947506655334543
강서구염창동,강서구염창동,0.2594241068849474
강서구화곡동,강서구화곡제1동,0.2675782554103634
강서구화곡동,강서구화곡제2동,0.2675782554103634
강서구화곡동,강서구화곡제3동,0.2675782554103634
강서구화곡동,강서구화곡제4동,0.2675782554103634
강서구화곡동,강서구화곡본동,0.2675782554103634
강서구화곡동,강서구화곡제6동,0.2675782554103634
강서구화곡동,강서구화곡제8동,0.2675782554103634
강서구화곡동,강서구우장산동,0.2675782554103634
관악구남현동,관악구남현동,0.1493241800429011
