iter	Accuracy	Logloss
353	1	0.01122961088
354	1	0.01116957097
355	1	0.01114439597
356	1	0.01112145542
357	1	0.01110492941
358	1	0.01103791678
359	1	0.01094655247
360	1	0.01094280735
361	1	0.01085760472
362	1	0.01078103582
363	1	0.01073516277
364	1	0.01068931393
365	1	0.01066066754
366	1	0.010629947
367	1	0.01061215345
368	1	0.01055980662
369	1	0.01053800875
370	1	0.01053399167
371	1	0.0104800417
372	1	0.01045601597
373	1	0.01038382264
374	1	0.01031091139
375	1	0.01022847996
376	1	0.01022504894
377	1	0.01020236809
378	1	0.01019828663
379	1	0.01016171052
380	1	0.01008965858
381	1	0.01004781417
382	1	0.009986958304
383	1	0.009907012889
384	1	0.009865201124
385	1	0.009845092232
386	1	0.009830461172
387	1	0.00982619583
388	1	0.009805766979
389	1	0.009755059242
390	1	0.00970228782
391	1	0.009687741727
392	1	0.009611383777
393	1	0.00960033741
394	1	0.009593149812
395	1	0.009546756873
396	1	0.009531643239
397	1	0.00949892369
398	1	0.009471609326
399	1	0.009418787755
400	1	0.0093791068
401	1	0.009314466338
402	1	0.009263875231
403	1	0.009242853333
404	1	0.009204109751
405	1	0.009155151045
406	1	0.00910980348
407	1	0.009068886065
408	1	0.009036297302
409	1	0.008995128525
410	1	0.008982934745
411	1	0.008935456363
412	1	0.008908372526
413	1	0.008866948645
414	1	0.008849872435
415	1	0.008844710461
416	1	0.008787994358
417	1	0.008767043632
418	1	0.008763596937
419	1	0.00874837394
420	1	0.008735244705
421	1	0.008691383533
422	1	0.008691368616
423	1	0.00869135426
424	1	0.00863541372
425	1	0.008600566377
426	1	0.008554150931
427	1	0.008550921766
428	1	0.008530181414
429	1	0.008522312754
430	1	0.008478664533
431	1	0.008451919844
432	1	0.008448708803
433	1	0.008387177089
434	1	0.008356677935
435	1	0.008311712501
436	1	0.008308530517
437	1	0.008304994633
438	1	0.008280649072
439	1	0.008278167599
440	1	0.008242627682
441	1	0.00820667608
442	1	0.008206664884
443	1	0.008165884645
444	1	0.008165862765
445	1	0.008149469143
446	1	0.008093197956
447	1	0.008071096532
448	1	0.008068080715
449	1	0.008034422562
450	1	0.008009486939
451	1	0.007998159527
452	1	0.007944595533
453	1	0.007936121729
454	1	0.00789411868
455	1	0.007890585627
456	1	0.007870575696
457	1	0.007844662432
458	1	0.007823696182
459	1	0.007812240203
460	1	0.007788523944
461	1	0.007766516561
462	1	0.007763736276
463	1	0.007761328582
464	1	0.007748775674
465	1	0.007748775674
466	1	0.007733704116
467	1	0.007714943672
468	1	0.007674573298
469	1	0.007649845189
470	1	0.007636003562
471	1	0.007619744152
472	1	0.007616477597
473	1	0.007582325086
474	1	0.00754063939
475	1	0.007516756688
476	1	0.007490564252
477	1	0.007488243868
478	1	0.007475242292
479	1	0.007475079254
480	1	0.007444881735
481	1	0.007403087937
482	1	0.007377392475
483	1	0.007341661532
484	1	0.007309580286
485	1	0.007292697473
486	1	0.007277291178
487	1	0.007267081459
488	1	0.007266779563
489	1	0.007264775428
490	1	0.007264752201
491	1	0.007243535412
492	1	0.007223265632
493	1	0.007223259709
494	1	0.00721276238
495	1	0.007201206577
496	1	0.007159831099
497	1	0.007125236838
498	1	0.007099249142
499	1	0.007087120004
500	1	0.007076324522
501	1	0.007076029837
502	1	0.007066892659
503	1	0.007053048641
504	1	0.007047852675
505	1	0.007047807054
506	1	0.007020353106
507	1	0.007002867968
508	1	0.00698421606
509	1	0.00698403054
510	1	0.006955961298
511	1	0.006943410593
512	1	0.006905779578
513	1	0.00688544881
514	1	0.006885442315
515	1	0.006876637417
516	1	0.006866780676
517	1	0.006841280657
518	1	0.00681061192
519	1	0.006766440999
520	1	0.006754954375
521	1	0.00672432323
522	1	0.006724277402
523	1	0.006712829509
524	1	0.006701113182
525	1	0.006678233334
526	1	0.006662945798
527	1	0.00665262402
528	1	0.006625340021
529	1	0.006586654791
530	1	0.006547117784
531	1	0.006508076828
532	1	0.006508060949
533	1	0.006498476349
534	1	0.006473803233
535	1	0.00645074387
536	1	0.006425564492
537	1	0.006402686072
538	1	0.006382888479
539	1	0.006368060544
540	1	0.006348194744
541	1	0.006328617584
542	1	0.006298600277
543	1	0.006274572763
544	1	0.006261894515
545	1	0.006255508461
546	1	0.006244122052
547	1	0.006244082673
548	1	0.006227180961
549	1	0.006199255544
550	1	0.006185365965
551	1	0.006158613082
552	1	0.006158612203
553	1	0.006145411404
554	1	0.006122263147
555	1	0.006100377715
556	1	0.006100374637
557	1	0.006079242968
558	1	0.006049183156
559	1	0.006047776507
560	1	0.006024328548
561	1	0.006007194934
562	1	0.005991214268
563	1	0.005976678047
564	1	0.005953496733
565	1	0.005945859616
566	1	0.005940092569
567	1	0.005912090166
568	1	0.005904271167
569	1	0.005867819168
570	1	0.005843925292
571	1	0.005825757799
572	1	0.005814356655
573	1	0.005814259917
574	1	0.005814106194
575	1	0.005796941139
576	1	0.005768687714
577	1	0.005743448543
578	1	0.00570588283
579	1	0.005705867747
580	1	0.005683082355
581	1	0.005683016114
582	1	0.005682988596
583	1	0.005673950373
584	1	0.005664086896
585	1	0.00565429417
586	1	0.005649372035
587	1	0.005631265984
588	1	0.00562020535
589	1	0.005603448951
590	1	0.005582839576
591	1	0.005574499048
592	1	0.005552529446
593	1	0.00553624623
594	1	0.00552285259
595	1	0.005507389144
596	1	0.005487840478
597	1	0.005464308119
598	1	0.005449949223
599	1	0.005449893162
600	1	0.00543637402
601	1	0.005435594146
602	1	0.005435592154
603	1	0.00542412007
604	1	0.005424074985
605	1	0.00542302776
606	1	0.005403018207
607	1	0.005384808869
608	1	0.005378097888
609	1	0.005364017355
610	1	0.005354720337
611	1	0.005338454982
612	1	0.005324051688
613	1	0.005298271863
614	1	0.005280653781
615	1	0.005280470028
616	1	0.005271476259
617	1	0.005268444535
618	1	0.00526843863
619	1	0.005262844919
620	1	0.005262820774
621	1	0.005250202495
622	1	0.005250196306
623	1	0.00525018685
624	1	0.005250171141
625	1	0.005243990866
626	1	0.005223255253
627	1	0.005222866922
628	1	0.005203038417
629	1	0.005202718013
630	1	0.00518978755
631	1	0.0051701908
632	1	0.005152677658
633	1	0.005135341546
634	1	0.005135163132
635	1	0.005135160988
636	1	0.005128391325
637	1	0.005120599034
638	1	0.005120545387
639	1	0.005120542147
640	1	0.005118758618
641	1	0.005107823627
642	1	0.005107789361
643	1	0.005107658818
644	1	0.005107544724
645	1	0.005091797246
646	1	0.005091674732
647	1	0.00508392805
648	1	0.005083824001
649	1	0.005083385182
650	1	0.005083365974
651	1	0.005073362789
652	1	0.005073338488
653	1	0.00506892897
654	1	0.005052971385
655	1	0.00503235487
656	1	0.005019697688
657	1	0.005010879112
658	1	0.005010876797
659	1	0.004998966493
660	1	0.00499896071
661	1	0.004998805265
662	1	0.004998694041
663	1	0.004979817082
664	1	0.004979797581
665	1	0.004979595611
666	1	0.004979582338
667	1	0.004966302904
668	1	0.004954208669
669	1	0.004930384431
670	1	0.004913277587
671	1	0.004900623331
672	1	0.00490057698
673	1	0.004900548595
674	1	0.004891420841
675	1	0.004891072743
676	1	0.004879593976
677	1	0.004879418057
678	1	0.004879399969
679	1	0.004876138865
680	1	0.004874768795
681	1	0.004861413995
682	1	0.004844635451
683	1	0.004834608699
684	1	0.004834601103
685	1	0.004834594928
686	1	0.00481980553
687	1	0.004806813469
688	1	0.004795854489
689	1	0.004780251682
690	1	0.00475819298
691	1	0.004757691748
692	1	0.004757602711
693	1	0.00475758087
694	1	0.004755683193
695	1	0.004755673665
696	1	0.004755604875
697	1	0.004741024157
698	1	0.004741021871
699	1	0.004735265977
700	1	0.004730249408
701	1	0.004730246562
702	1	0.004727769211
703	1	0.004727768078
704	1	0.004717031155
705	1	0.004707368718
706	1	0.004707347038
707	1	0.004707170682
708	1	0.004700154166
709	1	0.004696348364
710	1	0.004696328682
711	1	0.004696297867
712	1	0.004696274839
713	1	0.004696270535
714	1	0.004696183339
715	1	0.004696125455
716	1	0.00469608592
717	1	0.004689598284
718	1	0.004689579199
719	1	0.004689575012
720	1	0.004689298387
721	1	0.00468926339
722	1	0.004680600072
723	1	0.004669030415
724	1	0.004669006241
725	1	0.004668981107
726	1	0.004668976135
727	1	0.004668948763
728	1	0.004668838018
729	1	0.004650456805
730	1	0.004650395298
731	1	0.004650392357
732	1	0.004650305362
733	1	0.00465014939
734	1	0.00464121495
735	1	0.004641161058
736	1	0.00463977851
737	1	0.004639625323
738	1	0.004638186042
739	1	0.004638105718
740	1	0.0046325442
741	1	0.004631119285
742	1	0.004631003257
743	1	0.004630952463
744	1	0.004630790752
745	1	0.004630695882
746	1	0.004630693748
747	1	0.004628970502
748	1	0.004628966948
749	1	0.004628700802
750	1	0.00462869631
751	1	0.004615959588
752	1	0.004613864537
753	1	0.004613755465
754	1	0.004613745083
755	1	0.004613740049
756	1	0.004604140531
757	1	0.004589091911
758	1	0.004585824742
759	1	0.004585804925
760	1	0.004573092822
761	1	0.004573026633
762	1	0.004570231156
763	1	0.00457023034
764	1	0.004570172186
765	1	0.004569073687
766	1	0.004569027035
767	1	0.004569005904
768	1	0.004568722943
769	1	0.004568676423
770	1	0.004568661539
771	1	0.004564087857
772	1	0.004552542866
773	1	0.004548522562
774	1	0.004537530835
775	1	0.004537516089
776	1	0.004533464354
777	1	0.004533432375
778	1	0.004533426866
779	1	0.004517346676
780	1	0.004517328379
781	1	0.004508540262
782	1	0.004508528491
783	1	0.004504418198
784	1	0.004504416065
785	1	0.004504388111
786	1	0.0044971991
787	1	0.004496965308
788	1	0.004496962972
789	1	0.004496954284
790	1	0.004491213116
791	1	0.004488189781
792	1	0.004488104676
793	1	0.004488042962
794	1	0.004487931129
795	1	0.00447646282
796	1	0.00446461691
797	1	0.004454592865
798	1	0.004439580868
799	1	0.004431754045
800	1	0.004431584428
801	1	0.004430982412
802	1	0.004430318225
803	1	0.004430179398
804	1	0.004430136415
805	1	0.004430136415
806	1	0.004429985307
807	1	0.004429093829
808	1	0.004427818359
809	1	0.004420662013
810	1	0.004420647074
811	1	0.004420509527
812	1	0.00442037546
813	1	0.004420257721
814	1	0.004420082602
815	1	0.004420048964
816	1	0.004420044725
817	1	0.0044078038
818	1	0.00440592086
819	1	0.004405603294
820	1	0.004405602878
821	1	0.004402812707
822	1	0.004402796594
823	1	0.004400146372
824	1	0.00439978465
825	1	0.00439797285
826	1	0.004390178565
827	1	0.004390171193
828	1	0.004388581807
829	1	0.004388549731
830	1	0.004388510933
831	1	0.00438850247
832	1	0.004388428514
833	1	0.004374513629
834	1	0.004369414942
835	1	0.004369381196
836	1	0.004369292601
837	1	0.004369233634
838	1	0.004369230384
839	1	0.004365300297
840	1	0.004363558101
841	1	0.004363452674
842	1	0.004363407651
843	1	0.0043634011
844	1	0.004363400213
845	1	0.004363373148
846	1	0.004363368327
847	1	0.004363229487
848	1	0.004362533003
849	1	0.004362514933
850	1	0.004362467865
851	1	0.0043619085
852	1	0.004361905546
853	1	0.004355424997
854	1	0.004355177818
855	1	0.00435516022
856	1	0.004355133374
857	1	0.00435513045
858	1	0.004348942116
859	1	0.004338045783
860	1	0.004338035675
861	1	0.004331920499
862	1	0.00433190827
863	1	0.004329159868
864	1	0.004328274845
865	1	0.00432811042
866	1	0.004325661721
867	1	0.004325589932
868	1	0.004325583086
869	1	0.004325040335
870	1	0.004325026165
871	1	0.004325002065
872	1	0.004324998859
873	1	0.004324986116
874	1	0.004324958533
875	1	0.004324955693
876	1	0.004324469794
877	1	0.004321055925
878	1	0.004321017865
879	1	0.004315683484
880	1	0.004315618764
881	1	0.0042978277
882	1	0.004284398898
883	1	0.004264778124
884	1	0.004252978481
885	1	0.004252952477
886	1	0.004252952477
887	1	0.004252895304
888	1	0.00424061238
889	1	0.004240555588
890	1	0.00423997823
891	1	0.004239975498
892	1	0.004239907405
893	1	0.004238209023
894	1	0.004238194589
895	1	0.004238096671
896	1	0.004238030882
897	1	0.004220030633
898	1	0.004212184013
899	1	0.004212165639
900	1	0.004205239559
901	1	0.004205231057
902	1	0.004205183987
903	1	0.004205129494
904	1	0.004205113595
905	1	0.004204996091
906	1	0.004204973422
907	1	0.004204966117
908	1	0.004196896003
909	1	0.004196884392
910	1	0.004194428191
911	1	0.004194426494
912	1	0.004194068506
913	1	0.004193710801
914	1	0.004193689222
915	1	0.004193687162
916	1	0.004186929111
917	1	0.004186876293
918	1	0.004186869058
919	1	0.004183302043
920	1	0.004183296307
921	1	0.004183287389
922	1	0.004183270036
923	1	0.004183265876
924	1	0.004183262204
925	1	0.004178035519
926	1	0.004178033568
927	1	0.004176264172
928	1	0.004176256833
929	1	0.004176252963
930	1	0.004176247512
931	1	0.004176209629
932	1	0.004176204145
933	1	0.004176181436
934	1	0.004176154228
935	1	0.004164323514
936	1	0.004158970371
937	1	0.004148875956
938	1	0.004142076285
939	1	0.0041420753
940	1	0.004141136968
941	1	0.004141131475
942	1	0.004136975824
943	1	0.004136679245
944	1	0.004136376276
945	1	0.004136337493
946	1	0.004136325874
947	1	0.00413631426
948	1	0.00412680752
949	1	0.00411559866
950	1	0.004115570838
951	1	0.004110920027
952	1	0.004110896876
953	1	0.004110206913
954	1	0.004109843455
955	1	0.00410960847
956	1	0.004109597171
957	1	0.004109590092
958	1	0.004109587624
959	1	0.004109546011
960	1	0.004105981818
961	1	0.004105938836
962	1	0.004095318019
963	1	0.004095271223
964	1	0.004079589748
965	1	0.0040795425
966	1	0.004079528409
967	1	0.004076230532
968	1	0.004064337015
969	1	0.004064334527
970	1	0.004064285765
971	1	0.004052205297
972	1	0.004038953189
973	1	0.0040389503
974	1	0.00403883979
975	1	0.004037773801
976	1	0.004037771804
977	1	0.004037770595
978	1	0.004037770132
979	1	0.004037708718
980	1	0.004037698059
981	1	0.004030996053
982	1	0.004030991312
983	1	0.004030980042
984	1	0.00403093271
985	1	0.004030853822
986	1	0.004030850587
987	1	0.0040301188
988	1	0.004030009019
989	1	0.004021703791
990	1	0.004021702135
991	1	0.004012393744
992	1	0.004012390335
993	1	0.004012389929
994	1	0.004005147406
995	1	0.004005144014
996	1	0.004005004047
997	1	0.004005000979
998	1	0.004004987169
999	1	0.003995249168
